CIK,Company,Type,Date,Period of Report,SIC,State of Inc,State,Fiscal Year End,Basename,gvkey,sich,insbnk,understatement,option,Misstatement_BAO,act,ap,at,ceq,che,cogs,csho,dlc,dltis,dltt,dp,ib,invt,ivao,ivst,lct,lt,ni,ppegt,pstk,re,rect,sale,sstk,txp,txt,xint,prcc_f,dch_wc,ch_rsst,dch_rec,dch_inv,soft_assets,ch_cs,ch_cm,ch_roa,issue,bm,dpi,reoa,EBIT,ch_fcf,Misstatement_AA,Misstatement,restatement_year
104169,WAL MART STORES INC,10-K,2010-03-30,2010-01-31,5331.0,DE,DE,131.0,104169_2010,11259,5331.0,0.0,0.0,0.0,0,51893.0,33557.0,180663.0,68542.0,7395.0,307646.0,3516.0,6022.0,11396.0,43842.0,7641.0,15355.0,36318.0,0.0,0.0,58484.0,109008.0,16389.0,154489.0,0.0,64613.0,5089.0,420016.0,0.0,157.0,7579.0,2268.0,56.07,0.005953855,-0.012960734,0.005378961,0.017975405,0.361944615,0.032540457,0.024217666,0.007482903,1.0,0.347678112,0.988468706,0.35764379,0.14522066,0.018316926,0,0,
1041859,CHILDRENS PLACE RETAIL STORES INC,10-K,2010-03-26,2010-01-30,5651.0,,,131.0,1041859_2010,65430,5600.0,0.0,0.0,0.0,0,477.701,50.73,854.331,607.727,185.915,1010.851,26.136,0.0,0.0,0.0,71.64,83.587,210.523,0.0,2.258,130.396,246.604,83.124,857.383,0.0,395.154,16.121,1673.999,11.923,1.143,51.219,2.169,41.89,0.023937143,0.003993231,-0.000923676,0.005029294,0.407119723,0.017294371,-0.01986337,-0.001196874,1.0,0.555084435,1.018051604,0.462530331,0.159788185,-0.010144048,0,0,
1042809,"A.C. Moore Arts & Crafts, Inc.",10-K,2010-03-18,2010-01-02,5945.0,PA,PA,103.0,1042809_2010,65569,5945.0,0.0,0.0,0.0,0,162.493,43.131,237.456,131.413,39.97,246.152,25.346,19.0,0.0,0.0,16.686,-30.18,111.266,0.0,0.0,89.648,106.043,-30.18,189.133,0.0,-6.692,0.0,448.058,-0.122,0.0,0.451,0.991,2.51,-0.070785902,-0.090188398,-0.001193021,-0.042916936,0.521001786,-0.043174296,-0.111970571,-0.027377319,0.0,2.065642582,0.895808317,-0.028182063,-0.121024527,0.073179898,0,0,
1042825,POWER ONE INC,10-K,2010-03-17,2010-01-03,3679.0,DE,DE,1231.0,1042825_2010,65554,3679.0,0.0,0.0,0.0,0,672.39,213.096,761.812,282.033,227.907,630.25,103.975,0.103,0.0,35.911,14.5,147.856,152.286,0.0,0.0,384.826,460.182,147.856,136.225,19.597,-347.758,270.526,1047.139,5.685,103.739,103.615,6.705,10.2,0.139766509,0.199155096,0.261184118,0.139634134,0.617711456,0.976968759,-0.060755883,0.419069655,1.0,0.265932139,1.323080487,-0.456487952,0.338897261,0.173472639,0,0,
1045810,NVIDIA CORP,10-K,2010-03-18,2010-01-31,3674.0,DE,DE,127.0,1045810_2010,117768,3674.0,0.0,0.0,0.0,0,3226.95,286.138,4495.246,3181.462,2490.563,1953.026,588.556,1.674,0.0,23.389,186.989,253.146,345.525,8.792,1825.202,942.682,1313.784,253.146,1193.939,0.0,2159.6,348.77,3543.309,177.276,4.576,18.023,3.127,23.92,-0.041938018,0.074929305,-0.006482482,0.003675461,0.319409883,0.091618533,0.729763583,0.082253147,1.0,0.225984043,1.034393598,0.480418647,0.06101913,0.004547612,0,0,
1046131,MIDAS INC,10-K,2010-03-18,2010-01-02,5010.0,DE,DE,1226.0,1046131_2010,66438,7500.0,0.0,0.0,0.0,0,60.2,21.1,229.7,17.2,0.6,116.1,14.2,1.7,0.1,93.1,9.3,-13.4,5.0,1.9,0.0,70.5,208.7,-13.4,195.8,3.8,80.1,29.5,192.4,0.0,0.2,-4.6,9.3,8.11,-0.066332097,-0.05193105,-0.000872791,-0.002618372,0.644318677,0.049591281,-0.05697014,-0.069683877,1.0,0.149354822,0.953779155,0.348715716,-0.03787549,-0.01789221,0,0,
1047340,FRESH DEL MONTE PRODUCE INC,10-K,2011-03-01,2010-12-31,100.0,E9,E9,1227.0,1047340_2010,30443,100.0,0.0,0.0,0.0,0,881.3,178.3,2517.7,1607.2,49.1,3193.1,58.725,5.3,581.5,290.3,78.7,62.2,410.4,1.1,0.0,367.5,886.2,62.2,1700.8,0.0,1143.7,377.2,3552.9,2.2,2.8,-0.7,11.6,24.95,-0.019711755,-0.033322252,0.000860434,-0.010364315,0.570163244,0.005465255,-0.34856359,-0.030523582,1.0,1.096923519,1.02510426,0.454263812,0.029034436,0.001368872,0,0,
1048286,MARRIOTT INTERNATIONAL INC /MD/,10-K,2011-02-18,2010-12-31,7011.0,DE,DE,1231.0,1048286_2010,28930,7011.0,0.0,0.0,0.0,0,3382.0,634.0,8983.0,1585.0,560.0,10715.0,366.9,138.0,215.0,2691.0,178.0,458.0,1489.0,1340.0,55.0,2501.0,7398.0,458.0,2556.0,0.0,3284.0,938.0,11691.0,198.0,0.0,93.0,190.0,41.54,0.0,0.006266257,0.011823126,0.005320407,0.792162975,0.054494178,0.666926203,0.095252317,1.0,0.103995623,0.983400769,0.365579428,0.082489146,0.088791677,0,0,
104889,WASHINGTON POST CO,10-K,2010-03-02,2010-01-03,8200.0,DE,DE,1231.0,104889_2010,11300,8200.0,0.0,0.0,0.0,0,1361.898,430.119,5158.367,2814.364,842.628,1919.53,8.194,3.0,0.0,396.65,274.976,306.918,4.984,0.0,404.888,1008.277,2325.744,278.114,3192.517,11.526,4702.471,430.331,4723.573,0.0,0.0,216.6,30.503,439.5,-0.006364883,-0.01816334,-6.5348e-05,-0.002133486,0.6038758,0.022840697,0.039403505,0.035833398,0.0,0.781493604,1.107931927,0.78457252,0.101818463,0.059565533,0,0,
1051251,J CREW GROUP INC,10-K,2010-03-19,2010-01-30,5600.0,DE,DE,131.0,1051251_2010,116104,5600.0,0.0,0.0,0.0,0,634.895,147.083,860.166,511.121,381.36,925.474,63.91,0.0,0.0,0.0,49.756,121.505,214.431,0.0,0.0,270.675,349.045,121.505,367.893,0.0,-112.226,0.0,1722.227,5.593,1.673,88.549,4.198,43.42,-0.001666329,0.067132288,0.0,0.030274144,0.327374019,0.0756134,-0.026719003,-0.030433213,1.0,0.184189593,1.042851514,-0.130470165,0.249082154,-0.069452889,0,0,
105319,WEIGHT WATCHERS INTERNATIONAL INC,10-K,2010-03-03,2010-01-02,7200.0,VA,VA,1230.0,105319_2010,145308,7200.0,0.0,0.0,0.0,0,190.442,39.589,1091.987,-694.766,40.534,632.395,73.37,197.524,46.0,1167.561,29.012,194.235,40.571,0.0,0.0,539.135,1782.711,194.235,118.104,0.0,1099.3,43.722,1450.037,0.039,0.0,120.656,76.204,37.49,-0.022608897,0.044022104,0.003762338,0.007417311,0.934555998,0.034925609,-0.00617545,0.016594968,1.0,-0.252583279,0.901112955,0.78457252,0.358149868,-0.02852219,0,0,
1057379,"HACKETT GROUP, INC.",10-K,2011-03-10,2010-12-31,8742.0,FL,FL,1228.0,1057379_2010,111000,8742.0,0.0,0.0,0.0,0,61.973,5.59,150.801,113.24,25.337,133.141,41.261,0.0,0.0,0.0,3.797,14.227,0.0,0.0,0.0,34.73,37.561,14.227,29.123,0.0,-129.929,31.58,201.348,0.44,0.0,-0.026,0.0,3.51,0.038108695,0.032401091,0.020373361,0.0,0.773522722,0.422087323,0.074258958,0.14944902,1.0,0.781903208,0.964477721,-0.86159243,0.094170463,0.114040705,0,0,
1058057,MARVELL TECHNOLOGY GROUP LTD,10-K,2010-03-31,2010-01-30,3674.0,D0,D0,131.0,1058057_2010,137310,3674.0,0.0,0.0,0.0,0,3712.647,332.007,6338.157,5521.869,2930.03,1371.649,659.372,0.511,0.0,0.0,172.728,904.129,245.448,30.176,1082.956,640.686,816.288,904.129,832.017,0.0,714.964,459.406,3611.893,165.954,0.0,6.333,0.144,19.01,0.003178703,0.05947504,0.017831112,0.000678941,0.481163057,0.309207287,0.195684118,0.083364714,1.0,0.440527963,1.111389315,0.112803138,0.143670471,0.03621848,0,0,
1060232,"COLLECTIVE BRANDS, INC.",10-K,2010-03-26,2010-01-30,5661.0,DE,DE,202.0,1060232_2010,62667,5661.0,0.0,0.0,0.0,0,1078.2,287.4,2268.5,822.9,324.1,2038.8,61.466,5.1,0.0,659.4,135.7,112.8,531.7,0.0,0.0,476.9,1414.1,112.8,1451.3,0.0,824.8,114.4,3375.7,10.7,5.1,17.4,48.7,20.36,0.006501494,0.072482868,0.008302583,0.039008962,0.666563809,0.014169612,0.06628554,0.013084864,1.0,0.657558411,0.975188747,0.363588274,0.078862685,-0.059216306,0,0,
1060822,CARTERS INC,10-K,2010-03-02,2010-01-02,2300.0,DE,DE,1231.0,1060822_2010,150278,2300.0,0.0,0.0,0.0,0,716.263,116.481,1257.182,679.936,247.382,1043.657,57.494,0.0,236.0,236.0,31.727,146.472,298.509,0.0,0.0,183.372,577.246,146.472,237.055,0.0,468.761,121.453,1786.832,8.769,7.962,86.914,8.745,29.51,0.091051071,0.171816556,0.031924165,0.068545422,0.727684615,0.07242724,0.073374704,0.015857567,1.0,0.400752557,1.088958502,0.372866459,0.192598208,-0.146808658,0,0,
1071255,LAKES ENTERTAINMENT INC,10-K,2010-03-17,2010-01-03,7990.0,MN,MN,1231.0,1071255_2010,117036,7990.0,0.0,0.0,0.0,0,51.317,0.292,126.646,109.985,45.233,11.766,26.369,0.0,0.0,0.0,11.399,-13.836,0.0,41.986,0.0,10.831,16.661,-13.836,11.484,0.0,-93.427,4.101,24.602,0.0,7.822,1.154,2.007,2.85,-0.018942483,-0.427341095,-0.026812436,0.0,0.575146471,-0.034435076,0.163903559,-0.11395734,0.0,1.463507455,0.895379135,-0.737701941,-0.084290068,0.310563514,0,0,
1085734,BLOCKBUSTER INC,10-K,2010-03-16,2010-01-03,7841.0,DE,DE,106.0,1085734_2010,122514,7841.0,0.0,0.0,0.0,0,852.1,223.0,1183.5,-582.3,146.5,1023.4,219.4,0.6,0.0,0.1,552.9,-241.7,242.4,0.0,0.0,562.3,1735.5,-268.0,2096.3,30.3,-6082.1,60.7,3240.7,0.0,24.0,7.4,94.3,0.159,0.059152032,-0.072819458,-0.013740907,-0.04122272,0.736375158,-0.205043779,0.041105103,0.105389521,0.0,-7.034304207,0.944515186,-5.139079003,-0.14051542,0.275552943,0,0,
1086467,DRUGSTORE COM INC,10-K,2010-03-16,2010-01-03,5912.0,DE,DE,1231.0,1086467_2010,122355,5961.0,0.0,0.0,0.0,0,102.565,49.54,200.372,121.329,33.531,321.361,105.898,0.581,10.0,13.985,14.167,-9.614,48.977,0.0,13.094,60.059,79.043,-3.55,100.788,0.0,-774.705,13.916,456.507,0.82,0.0,0.0,0.532,2.21,0.018534746,0.143144144,-0.006520128,0.049394056,0.706985008,0.124849152,0.051633628,-0.011037174,1.0,0.518423389,0.979218196,-3.866333619,-0.015061985,-0.156054787,0,0,
1089063,DICKS SPORTING GOODS INC,10-K,2010-03-18,2010-01-30,5940.0,DEType,DEType,,1089063_2010,150139,5940.0,0.0,0.0,0.0,0,1564.33,446.511,2597.536,1363.581,546.052,3316.362,118.73,0.995,0.0,139.846,107.1,182.077,896.895,10.789,0.0,848.543,1233.955,182.077,1334.795,0.0,737.209,44.028,4871.492,52.952,0.0,115.434,14.016,36.09,-0.016523263,-0.020142606,7.14e-05,0.000462123,0.526113209,0.099019926,0.126476168,0.010918646,1.0,0.318224484,0.973432232,0.283810889,0.119931735,0.039436128,0,0,
109198,TJX COMPANIES INC /DE/,10-K,2010-03-30,2010-01-30,5651.0,DE,DE,131.0,109198_2010,11672,5651.0,0.0,0.0,0.0,0,5099.527,1683.929,7971.763,3099.899,1818.012,15578.961,389.657,2.727,0.0,787.517,461.5,1339.53,2765.464,0.0,76.261,3133.121,4871.864,1343.141,5721.802,0.0,2710.242,200.147,21942.193,176.159,98.514,824.562,49.014,47.39,-0.006878064,0.005863794,0.006740331,0.030208594,0.463256246,0.079193868,0.086264302,-0.003884154,1.0,0.167872034,1.013459575,0.339980253,0.278071112,0.010456512,0,0,
1094285,TELEDYNE TECHNOLOGIES INC,10-K,2010-03-02,2010-01-03,8711.0,DE,DE,1231.0,1094285_2010,126721,3812.0,0.0,0.0,0.0,0,648.0,100.6,1557.8,786.0,75.1,1103.4,36.363,2.0,250.0,265.3,44.7,119.9,172.3,0.0,0.0,341.2,770.8,120.5,457.4,0.0,518.1,254.8,1644.2,3.9,0.0,53.6,6.9,43.97,0.005840298,0.047393683,0.006041688,-0.011613466,0.821222237,-0.091959129,-0.009505694,0.004233839,1.0,0.491593775,0.987266216,0.332584414,0.116189498,-0.042963112,0,0,
1096142,GENTIVA HEALTH SERVICES INC,10-K,2011-03-11,2010-12-31,8082.0,DE,DE,1231.0,1096142_2010,130200,8082.0,0.0,0.0,0.0,0,441.405,15.562,2120.128,635.574,104.752,698.136,30.158,25.267,1105.0,1026.761,22.576,57.76,0.0,0.0,0.0,316.641,1481.896,52.155,187.086,0.0,272.872,259.588,1447.029,8.618,0.0,35.704,39.186,26.6,-0.00391523,0.071972856,0.04855362,0.0,0.910166273,0.193612202,-0.058035325,-0.025261942,1.0,0.792285941,0.978816924,0.128705437,0.059923269,-0.079523523,0,0,
1096325,INTERSIL CORP/DE,10-K,2011-02-28,2010-12-31,3674.0,DE,DE,1231.0,1096325_2010,130762,3674.0,0.0,0.0,0.0,0,613.568,40.674,1672.469,1044.197,383.016,322.991,124.552,23.508,300.0,274.992,48.744,26.392,101.967,69.295,0.0,150.254,628.272,26.392,311.025,0.0,-698.851,92.273,822.4,6.454,0.0,85.37,12.864,15.27,0.011378843,-0.037304677,0.013134854,0.014608297,0.709106118,0.329909394,0.188448296,-0.014946581,1.0,0.549025731,0.778733856,-0.417855877,0.074516179,0.028726856,0,0,
1103837,CROWN MEDIA HOLDINGS INC,10-K,2011-03-03,2010-12-31,4841.0,DE,DE,1231.0,1103837_2010,134026,4841.0,0.0,0.0,0.0,0,214.289,27.835,678.534,-150.965,30.565,136.334,359.676,38.174,0.0,391.746,2.2,24.081,0.0,0.0,0.0,198.254,630.565,24.081,26.163,198.934,-2145.719,77.684,287.272,0.0,0.0,8.81,56.032,2.62,0.005544114,0.765593366,0.012882511,0.0,0.936236062,0.004140563,-0.022350628,0.066420728,0.0,-0.160200372,1.116269823,-3.162286636,0.13105165,-0.696553453,0,0,
110471,WOLVERINE WORLD WIDE INC /DE/,10-K,2010-03-03,2010-01-02,3140.0,MI,MI,103.0,110471_2010,11566,3140.0,0.0,0.0,0.0,0,580.134,64.08,786.575,543.897,150.4,740.028,49.0,0.517,0.0,0.517,14.509,104.47,208.655,0.0,0.0,141.155,242.678,104.47,281.564,0.0,748.561,196.457,1248.517,13.631,2.746,38.756,0.571,31.88,0.083196611,0.074622551,0.043762897,0.06770121,0.7142078,0.100036191,0.086734829,0.049601355,1.0,0.348178757,1.086129219,0.78457252,0.182814099,-0.017670029,0,0,
1108320,SMTC CORP,10-K,2010-03-19,2010-01-03,3672.0,DE,DE,1231.0,1108320_2010,137874,3672.0,0.0,0.0,0.0,0,80.733,42.921,98.427,32.829,0.933,230.512,15.914,4.633,0.435,8.045,2.549,12.35,42.413,0.0,0.0,57.553,65.598,12.35,58.226,0.0,-229.797,35.291,262.58,1.98,0.7,-2.489,1.697,3.2,-0.015090999,0.160335356,-0.024964199,0.056104356,0.849390919,0.55439992,2.433259539,0.168365246,1.0,0.644656435,1.082393099,-2.334694748,0.117427129,-0.056260577,0,0,
1108524,SALESFORCE COM INC,10-K,2010-03-11,2010-01-31,7372.0,DE,DE,131.0,1108524_2010,157855,7372.0,0.0,0.0,0.0,0,1074.924,18.106,3091.165,1276.491,496.97,253.854,132.921,10.83,0.0,480.345,74.168,64.474,0.0,937.652,72.678,1276.466,1814.674,64.474,494.956,0.0,177.754,426.943,1657.139,160.402,7.78,34.601,28.909,129.14,-0.090658407,0.290449234,0.038184115,0.0,0.713977093,0.239749293,-0.000860862,-0.017745716,1.0,0.074364108,2.220380052,0.057503886,0.04140316,-0.296301847,0,0,
1110803,ILLUMINA INC,10-K,2010-02-26,2010-01-03,3826.0,DE,DE,1228.0,1110803_2010,138205,3826.0,0.0,0.0,0.0,0,1258.398,66.744,1839.113,1197.675,894.289,259.192,126.608,311.609,0.0,78.39,42.009,124.891,142.211,0.0,645.342,534.517,641.438,124.891,231.378,0.0,-153.57,165.598,902.741,118.045,13.277,60.488,24.598,63.34,0.003267004,0.140885578,0.004800783,0.030244261,0.443121222,0.39426554,0.054870602,0.024908275,1.0,0.149348126,0.859944558,-0.08350221,0.114172974,-0.108698857,0,0,
1114200,AMERICAN MEDICAL SYSTEMS HOLDINGS INC,10-K,2010-03-01,2010-01-02,3842.0,DE,DE,1229.0,1114200_2010,138741,3842.0,0.0,0.0,0.0,0,232.427,8.833,1053.434,668.561,77.815,81.677,76.777,0.0,0.0,235.093,21.607,87.01,33.789,0.0,61.334,69.552,384.873,87.01,97.231,0.0,230.968,98.518,542.316,26.061,0.535,48.874,28.125,18.86,-0.001369142,0.127041753,-0.003877015,0.003344783,0.886827272,0.071857627,0.045524842,0.001746128,1.0,0.461708864,1.00461774,0.219252464,0.155689868,-0.124973757,0,0,
1114483,"GREATBATCH, INC.",10-K,2011-03-01,2010-12-31,3690.0,DE,DE,1231.0,1114483_2010,140073,3690.0,0.0,0.0,0.0,0,211.509,27.989,776.976,426.829,22.883,324.044,23.257,0.0,0.0,220.629,35.8,33.138,101.44,11.8,0.0,60.587,350.147,33.138,289.504,0.0,129.87,73.71,533.425,0.659,0.0,16.187,18.519,24.15,0.018816574,0.076743105,-0.009677024,-0.006431028,0.782151572,0.027541452,-0.021137939,0.051947583,1.0,0.759946626,0.992156003,0.16714802,0.087318012,-0.024315731,0,0,
1124827,UTi WORLDWIDE INC,10-K,2010-03-29,2010-01-31,4731.0,D8,D8,1231.0,1124827_2010,141001,4731.0,0.0,0.0,0.0,0,1358.332,634.275,2112.705,887.075,326.795,2994.302,101.972,228.434,0.084,80.388,60.726,69.903,0.0,0.0,0.0,1063.723,1212.541,69.903,382.284,0.0,402.191,879.842,4549.773,5.456,8.521,33.229,30.557,21.9,0.041427238,0.057516129,0.075278209,0.0,0.762155625,0.261652662,-0.108922412,0.011590124,1.0,0.397223824,0.911090273,0.190367799,0.063278593,-0.043298465,0,0,
1128928,FLOWERS FOODS INC,10-K,2010-03-03,2010-01-02,2000.0,GA,GA,1229.0,1128928_2010,4809,2050.0,0.0,0.0,0.0,0,313.714,102.068,1325.489,795.79,6.755,1346.79,90.648,28.432,418.5,98.87,85.118,137.047,97.659,92.86,0.0,242.772,529.699,137.047,1284.254,0.0,469.98,173.903,2573.769,7.884,0.0,73.333,8.164,26.91,-0.023786941,0.059394882,-0.006291533,0.000915974,0.538700057,-0.005550331,-0.005042382,0.006042057,1.0,0.326231996,0.960540334,0.35457103,0.164878019,-0.054351793,0,0,
1138830,AUTHENTEC INC,10-K,2011-03-17,2010-12-31,3674.0,DEType,DEType,,1138830_2010,177650,3674.0,0.0,0.0,0.0,0,45.587,6.907,80.102,58.527,28.456,18.35,43.581,0.0,0.0,0.0,4.238,-37.84,5.46,3.323,15.176,21.029,21.575,-37.84,11.312,0.0,-131.114,9.678,44.667,0.08,0.0,-0.247,0.0,2.5,-0.063384855,0.176400216,0.088459882,0.043956495,0.589448453,0.096260368,0.071071837,-0.284765296,1.0,0.537179046,0.615139723,-1.636838032,-0.475481261,-0.45582133,0,0,
1156388,BIG 5 SPORTING GOODS CORP,10-K,2010-03-02,2010-01-03,5940.0,DE,DE,1231.0,1156388_2010,145041,5940.0,0.0,0.0,0.0,0,291.872,94.818,392.356,150.726,5.62,580.474,21.833,1.925,109.919,49.882,18.627,20.562,254.217,0.0,0.0,161.135,241.63,20.562,233.551,0.0,73.949,15.0,897.613,0.757,0.0,11.554,1.808,15.27,0.027323139,0.050126701,0.004224249,0.06145465,0.778382387,-0.003053112,0.03145238,-0.003598274,1.0,0.452101265,1.028564668,0.188474243,0.086462294,-0.053420139,0,0,
1158449,ADVANCE AUTO PARTS INC,10-K,2010-03-02,2010-01-02,5531.0,DE,DE,817.0,1158449_2010,145977,5531.0,0.0,0.0,0.0,0,2124.271,1292.113,3354.217,1039.374,59.209,2799.451,81.956,32.621,373.761,300.851,164.437,346.053,1863.87,0.0,0.0,1848.049,2314.843,346.053,2070.734,0.0,1611.33,124.227,5925.203,36.113,55.662,211.002,26.861,66.15,-0.032541177,-0.06266543,0.009854088,0.072194337,0.641532137,0.087917042,0.047148424,0.018112684,1.0,0.191717275,0.959113557,0.480389313,0.174084145,0.086215416,0,0,
